parameter_id,parameter_name_cn,primary_process,evaluated_process,case,metric,mu,mu_star,sigma,n_effects
s_alloc_el,叶片分配权重,碳分配与库周转,碳分配与库周转,dP100,leaf_c_end,4.9004171568093415,10.336487029168994,24.517546152019474,20
s_alloc_el,叶片分配权重,碳分配与库周转,植物磷需求与获取,dP100,leaf_cp_end,-1.5258333329863188e-05,6.609166662959373e-05,0.00010048081007060136,20
s_alloc_el,叶片分配权重,碳分配与库周转,植物磷需求与获取,dP100,leaf_p_end,0.006102638443559164,0.012872338151940832,0.030532439369937398,20
s_alloc_el,叶片分配权重,碳分配与库周转,碳分配与库周转,dP100,litterfall_c_sum,3.235128599000035,20.704476557666673,46.29392172629555,20
s_alloc_el,叶片分配权重,碳分配与库周转,土壤磷动态,dP100,microbial_p_end,-0.0007997448000000755,0.015594779366666625,0.028712756220826027,20
s_alloc_el,叶片分配权重,碳分配与库周转,碳分配与库周转,dP100,npp_leaf_sum,16.405062135141677,22.368603339474998,53.41006727465961,20
s_alloc_el,叶片分配权重,碳分配与库周转,碳分配与库周转,dP100,npp_repro_sum,4.6820992009349585,5.256647696310939,13.413052758923039,20
s_alloc_el,叶片分配权重,碳分配与库周转,碳分配与库周转,dP100,npp_root_sum,-12.105787453258372,18.86792801724163,41.77855548690576,20
s_alloc_el,叶片分配权重,碳分配与库周转,碳获取与呼吸,dP100,npp_sum,15.4377840154583,47.08165569495841,104.62728600526427,20
s_alloc_el,叶片分配权重,碳分配与库周转,碳分配与库周转,dP100,npp_wood_sum,6.456608799730006,10.399127806296672,23.856602294570944,20
s_alloc_el,叶片分配权重,碳分配与库周转,碳分配与库周转,dP100,nsc_end,-3.2496343188591674,5.887930174474162,14.790634939984132,20
s_alloc_el,叶片分配权重,碳分配与库周转,土壤磷动态,dP100,occluded_p_end,-2.5416666697234786e-06,2.5416666697234786e-06,1.1366678899294408e-05,20
s_alloc_el,叶片分配权重,碳分配与库周转,土壤磷动态,dP100,organic_p_end,-0.008320441666667715,0.023396158333332785,0.043854835130054226,20
s_alloc_el,叶片分配权重,碳分配与库周转,植物磷需求与获取,dP100,p_demand_sum,8.057667057583318,10.056001323083334,15.323772786504266,20
s_alloc_el,叶片分配权重,碳分配与库周转,土壤磷动态,dP100,p_loss_sum,9.980608967546168e-05,0.00010422776714467152,0.00021556189681528958,20
s_alloc_el,叶片分配权重,碳分配与库周转,土壤磷动态,dP100,p_net_sum,0.01188936493499998,0.023011502085000267,0.04756220454544478,20
s_alloc_el,叶片分配权重,碳分配与库周转,植物磷需求与获取,dP100,p_retrans_sum,0.004576327478666664,0.011512536236333339,0.02464226343538876,20
s_alloc_el,叶片分配权重,碳分配与库周转,植物磷需求与获取,dP100,p_uptake_sum,0.012215683085685802,0.035476058130147446,0.07761363888107949,20
s_alloc_el,叶片分配权重,碳分配与库周转,碳分配与库周转,dP100,plant_c_end,12.201340009166632,26.381085803500035,61.97491302276461,20
s_alloc_el,叶片分配权重,碳分配与库周转,植物磷需求与获取,dP100,plant_p_end,0.010004604574300004,0.02151943669348328,0.05227241374029249,20
s_alloc_el,叶片分配权重,碳分配与库周转,碳获取与呼吸,dP100,rauto_sum,-14.548937971000004,20.92848449266668,52.42691286793175,20
s_alloc_el,叶片分配权重,碳分配与库周转,碳获取与呼吸,dP100,reco_sum,-6.117135016666586,20.312431633333237,46.04780492336062,20
s_alloc_el,叶片分配权重,碳分配与库周转,碳分配与库周转,dP100,rhetero_sum,8.43116265833327,12.281569125000118,26.766927769512293,20
s_alloc_el,叶片分配权重,碳分配与库周转,碳分配与库周转,dP100,root_c_end,-3.0375953011656325,7.6997288398011365,18.43577751941357,20
s_alloc_el,叶片分配权重,碳分配与库周转,植物磷需求与获取,dP100,root_cp_end,2.033333331989221e-05,0.00020333333319892216,0.00026305426012168025,20
s_alloc_el,叶片分配权重,碳分配与库周转,植物磷需求与获取,dP100,root_p_end,-0.0025698722452030622,0.0065141452383560405,0.015597104653005902,20
s_alloc_el,叶片分配权重,碳分配与库周转,碳分配与库周转,dP100,soil_c_end,-5.208823333332173,14.190266666664987,32.00732064440126,20
s_alloc_el,叶片分配权重,碳分配与库周转,土壤磷动态,dP100,sorbed_p_end,0.002532168912227591,0.02254880151727138,0.04009051340349686,20
s_alloc_el,叶片分配权重,碳分配与库周转,土壤磷动态,dP100,strongly_sorbed_p_end,0.0014325774999995509,0.0022358908333333836,0.0043304463385333315,20
s_alloc_el,叶片分配权重,碳分配与库周转,土壤磷动态,dP100,total_inorganic_p_end,-0.0004234499999971776,0.030806250000000073,0.0637313779209025,20
s_alloc_el,叶片分配权重,碳分配与库周转,碳分配与库周转,dP100,wood_c_end,6.634100851141656,9.327262729291666,21.979428567179664,20
s_alloc_el,叶片分配权重,碳分配与库周转,植物磷需求与获取,dP25,fptase_sum,6.717566666704858e-07,8.953500000036223e-07,1.8702908034683522e-06,20
s_alloc_el,叶片分配权重,碳分配与库周转,碳获取与呼吸,dP25,gpp_sum,7.1463708775000345,27.530610094166605,72.04762813042113,20
s_alloc_el,叶片分配权重,碳分配与库周转,土壤磷动态,dP25,labile_p_end,-0.006398570327762471,0.01672157385975393,0.04482509331279575,20
s_alloc_el,叶片分配权重,碳分配与库周转,碳获取与呼吸,dP25,lai_mean,0.039845736888333254,0.0518017341800001,0.17180090751991128,20
s_alloc_el,叶片分配权重,碳分配与库周转,碳分配与库周转,dP25,leaf_c_end,-0.9753890743618326,4.442071288492,14.381876950438304,20
s_alloc_el,叶片分配权重,碳分配与库周转,植物磷需求与获取,dP25,leaf_cp_end,-3.0508333319782345e-05,7.117499995956678e-05,0.00012388529251418576,20
s_alloc_el,叶片分配权重,碳分配与库周转,植物磷需求与获取,dP25,leaf_p_end,-0.0012146794160416653,0.00553184362647166,0.01791018224426751,20
s_alloc_el,叶片分配权重,碳分配与库周转,碳分配与库周转,dP25,litterfall_c_sum,2.7368037575832775,17.129566766583302,48.68648259906708,20
